CODMUN7,ano,Nome,CV_SCR1 (1 ano)
1303569,2018,Rio Preto da Eva,11662
1303601,2018,Santa Isabel do Rio Negro,4951
1303700,2018,Santo Antônio do Içá,7070
1303809,2018,São Gabriel da Cachoeira,11031
1303908,2018,São Paulo de Olivença,12579
1303957,2018,São Sebastião do Uatumã,4428
1304005,2018,Silves,3118
1304062,2018,Tabatinga,19215
1304104,2018,Tapauá,8189
1304203,2018,Tefé,22249
1304237,2018,Tonantins,5678
1304260,2018,Uarini,5018
1304302,2018,Urucará,6186
1304401,2018,Urucurituba,6999
1400027,2018,Amajari,1904
1400050,2018,Alto Alegre,5927
1400100,2018,Boa Vista,136734
1400159,2018,Bonfim,4041
1400175,2018,Cantá,4553
1400209,2018,Caracaraí,7021
1400233,2018,Caroebe,3522
1400282,2018,Iracema,3478
1400308,2018,Mucajaí,5205
1400407,2018,Normandia,2867
1400456,2018,Pacaraima,3649
1400472,2018,Rorainópolis,10385
1400506,2018,São João da Baliza,3150
1400605,2018,São Luiz,2222
1400704,2018,Uiramutã,2867
1500107,2018,Abaetetuba,58218
1500131,2018,Abel Figueiredo,2785
1500206,2018,Acará,22814
1500305,2018,Afuá,11375
1500347,2018,Água Azul do Norte,9637
1500404,2018,Alenquer,19728
1500503,2018,Almeirim,14292
1500602,2018,Altamira,45449
1500701,2018,Anajás,8180
1500800,2018,Ananindeua,225873
1500859,2018,Anapu,9605
1500909,2018,Augusto Corrêa,12948
1500958,2018,Aurora do Pará,7752
1501006,2018,Aveiro,5958
1501105,2018,Bagre,8639
1501204,2018,Baião,15151
1501253,2018,Bannach,1436
1501303,2018,Barcarena,42954
1501402,2018,Belém,667049
1501451,2018,Belterra,5772
1501501,2018,Benevides,22785
1501576,2018,Bom Jesus do Tocantins,6513
1501600,2018,Bonito,5702
1501709,2018,Bragança,44368
1501725,2018,Brasil Novo,6473
1501758,2018,Brejo Grande do Araguaia,2860
1501782,2018,Breu Branco,19033
1501808,2018,Breves,33214
1501907,2018,Bujaru,9781
1501956,2018,Cachoeira do Piriá,8339
1502004,2018,Cachoeira do Arari,7299
1502103,2018,Cametá,49640
1502152,2018,Canaã dos Carajás,12370
1502202,2018,Capanema,27622
1502301,2018,Capitão Poço,22465
1502400,2018,Castanhal,75319
1502509,2018,Chaves,7260
1502608,2018,Colares,4085
1502707,2018,Conceição do Araguaia,19708
1502756,2018,Concórdia do Pará,11278
1502764,2018,Cumaru do Norte,4874
1502772,2018,Curionópolis,6477
1502806,2018,Curralinho,10044
1502855,2018,Curuá,4533
1502905,2018,Curuçá,11312
1502939,2018,Dom Eliseu,22724
1502954,2018,Eldorado do Carajás,12463
1503002,2018,Faro,2623
1503044,2018,Floresta do Araguaia,7050
1503077,2018,Garrafão do Norte,10793
1503093,2018,Goianésia do Pará,11658
1503101,2018,Gurupá,10269
1503200,2018,Igarapé-Açu,14463
1503309,2018,Igarapé-Miri,23409
1503408,2018,Inhangapi,3664
1503457,2018,Ipixuna do Pará,15099
1503507,2018,Irituia,13993
1503606,2018,Itaituba,40901
1503705,2018,Itupiranga,18110
1503754,2018,Jacareacanga,5160
1503804,2018,Jacundá,21893
1503903,2018,Juruti,17404
1504000,2018,Limoeiro do Ajuru,10414
1504059,2018,Mãe do Rio,10897
1504109,2018,Magalhães Barata,2574
1504208,2018,Marabá,103679
1504307,2018,Maracanã,10183
1504406,2018,Marapanim,10720
1504422,2018,Marituba,47172
1504455,2018,Medicilândia,11711
1504505,2018,Melgaço,8225
1504604,2018,Mocajuba,11706
1504703,2018,Moju,27599
1504802,2018,Monte Alegre,21464
1504901,2018,Muaná,12637
1504950,2018,Nova Esperança do Piriá,7000
1504976,2018,Nova Ipixuna,6136
1505007,2018,Nova Timboteua,5507
1505031,2018,Novo Progresso,13255
1505064,2018,Novo Repartimento,23473
1505106,2018,Óbidos,19694
1505205,2018,Oeiras do Pará,10728
1505304,2018,Oriximiná,24460
1505403,2018,Ourém,5730
1505437,2018,Ourilândia do Norte,11629
1505486,2018,Pacajá,14027
1505494,2018,Palestina do Pará,2658
1505502,2018,Paragominas,42618
1505536,2018,Parauapebas,71783
1505551,2018,Pau D'Arco,2147
1505601,2018,Peixe-Boi,2740
1505635,2018,Piçarra,4944
1505650,2018,Placas,9690
1505700,2018,Ponta de Pedras,9377
1505809,2018,Portel,17311
1505908,2018,Porto de Moz,13251
1506005,2018,Prainha,10517
1506104,2018,Primavera,4390
1506112,2018,Quatipuru,4864
1506138,2018,Redenção,35573
1506161,2018,Rio Maria,8197
1506187,2018,Rondon do Pará,19735
1506195,2018,Rurópolis,15223
1506203,2018,Salinópolis,17534
1506302,2018,Salvaterra,7591
1506351,2018,Santa Bárbara do Pará,6612
1506401,2018,Santa Cruz do Arari,2759
1506500,2018,Santa Izabel do Pará,24901
1506559,2018,Santa Luzia do Pará,6384
1506583,2018,Santa Maria das Barreiras,6027
1506609,2018,Santa Maria do Pará,9961
1506708,2018,Santana do Araguaia,25195
1506807,2018,Santarém,126139
1506906,2018,Santarém Novo,1766
1507003,2018,Santo Antônio do Tauá,11117
1507102,2018,São Caetano de Odivelas,6656
1507151,2018,São Domingos do Araguaia,9534
1507201,2018,São Domingos do Capim,11951
1507300,2018,São Félix do Xingu,35707
1507409,2018,São Francisco do Pará,5620
1507458,2018,São Geraldo do Araguaia,10527
1507466,2018,São João da Ponta,2101
1507474,2018,São João de Pirabas,6957
1507508,2018,São João do Araguaia,4687
1507607,2018,São Miguel do Guamá,21324
1507706,2018,São Sebastião da Boa Vista,7928
1507755,2018,Sapucaia,2369
1507805,2018,Senador José Porfírio,5122
1507904,2018,Soure,8750
1507953,2018,Tailândia,28805
1507961,2018,Terra Alta,3699
1507979,2018,Terra Santa,6749
1508001,2018,Tomé-Açu,23793
1508035,2018,Tracuateua,11088
1508050,2018,Trairão,7140
1508084,2018,Tucumã,17972
1508100,2018,Tucuruí,41737
1508126,2018,Ulianópolis,15589
1508159,2018,Uruará,18923
1508209,2018,Vigia,19390
1508308,2018,Viseu,16048
1508357,2018,Vitória do Xingu,5695
1508407,2018,Xinguara,18477
1600055,2018,Serra do Navio,1767
1600105,2018,Amapá,3225
1600154,2018,Pedra Branca do Amapari,4957
1600204,2018,Calçoene,3873
1600212,2018,Cutias,1705
1600238,2018,Ferreira Gomes,2472
1600253,2018,Itaubal,1540
1600279,2018,Laranjal do Jari,16530
1600303,2018,Macapá,185996
1600402,2018,Mazagão,6201
1600501,2018,Oiapoque,9060
1600535,2018,Porto Grande,7243
1600550,2018,Pracuúba,1271
1600600,2018,Santana,42493
1600709,2018,Tartarugalzinho,4401
1600808,2018,Vitória do Jari,4373
1700251,2018,Abreulândia,1153
1700301,2018,Aguiarnópolis,2122
1700350,2018,Aliança do Tocantins,2362
1700400,2018,Almas,3106
1700707,2018,Alvorada,4197
1701002,2018,Ananás,3934
1701051,2018,Angico,1247
1701101,2018,Aparecida do Rio Negro,1656
1701309,2018,Aragominas,2837
1701903,2018,Araguacema,2790
1702000,2018,Araguaçu,3994
1702109,2018,Araguaína,74333
1702158,2018,Araguanã,2251
1702208,2018,Araguatins,11763
1702307,2018,Arapoema,2991
1702406,2018,Arraias,4288
1702554,2018,Augustinópolis,6788
1702703,2018,Aurora do Tocantins,1434
1702901,2018,Axixá do Tocantins,3594
1703008,2018,Babaçulândia,4146
1703057,2018,Bandeirantes do Tocantins,898
1703073,2018,Barra do Ouro,1546
1703107,2018,Barrolândia,2148
1703206,2018,Bernardo Sayão,1903
1703305,2018,Bom Jesus do Tocantins,1758
1703602,2018,Brasilândia do Tocantins,819
1703701,2018,Brejinho de Nazaré,2141
1703800,2018,Buriti do Tocantins,3397
1703826,2018,Cachoeirinha,822
1703842,2018,Campos Lindos,2899
1703867,2018,Cariri do Tocantins,1667
1703883,2018,Carmolândia,941
1703891,2018,Carrasco Bonito,1374
1703909,2018,Caseara,1929
1704105,2018,Centenário,777
1704600,2018,Chapada de Areia,631
1705102,2018,Chapada da Natividade,1046
1705508,2018,Colinas do Tocantins,14580
1705557,2018,Combinado,2160
1705607,2018,Conceição do Tocantins,1662
1706001,2018,Couto Magalhães,2031
1706100,2018,Cristalândia,2967
1706258,2018,Crixás do Tocantins,625
1706506,2018,Darcinópolis,2112
1707009,2018,Dianópolis,8850
1707108,2018,Divinópolis do Tocantins,2745
1707207,2018,Dois Irmãos do Tocantins,2458
1707306,2018,Dueré,1955
1707405,2018,Esperantina,2729
1707553,2018,Fátima,1571
1707652,2018,Figueirópolis,2799
1707702,2018,Filadélfia,2958
1708205,2018,Formoso do Araguaia,8096
1708254,2018,Fortaleza do Tabocão,998
1708304,2018,Goianorte,2167
1709005,2018,Goiatins,4108
1709302,2018,Guaraí,12016
1709500,2018,Gurupi,41080
1709807,2018,Ipueiras,617
1710508,2018,Itacajá,2329
1710706,2018,Itaguatins,1779
1710904,2018,Itapiratins,1994
1711100,2018,Itaporã do Tocantins,1185
1711506,2018,Jaú do Tocantins,1568
1711803,2018,Juarina,877
1711902,2018,Lagoa da Confusão,4432
1711951,2018,Lagoa do Tocantins,1283
1712009,2018,Lajeado,1284
1712157,2018,Lavandeira,807
1712405,2018,Lizarda,1023
1712454,2018,Luzinópolis,1066
1712504,2018,Marianópolis do Tocantins,2160
1712702,2018,Mateiros,1086
1712801,2018,Maurilândia do Tocantins,898
1713205,2018,Miracema do Tocantins,8888
1713304,2018,Miranorte,5875
1713601,2018,Monte do Carmo,2328
1713700,2018,Monte Santo do Tocantins,798
1713809,2018,Palmeiras do Tocantins,2252
1713957,2018,Muricilândia,921
1714203,2018,Natividade,3544
1714302,2018,Nazaré,1565
1714880,2018,Nova Olinda,4325
1715002,2018,Nova Rosalândia,1262
1715101,2018,Novo Acordo,1527
1715150,2018,Novo Alegre,1058
1715259,2018,Novo Jardim,1071
1715507,2018,Oliveira de Fátima,356
1715705,2018,Palmeirante,2010
1715754,2018,Palmeirópolis,3605
1716109,2018,Paraíso do Tocantins,24038
1716208,2018,Paranã,3723
1716307,2018,Pau D'Arco,2109
1716505,2018,Pedro Afonso,5606
1716604,2018,Peixe,4638
1716653,2018,Pequizeiro,2145
1716703,2018,Colméia,3958
1717008,2018,Pindorama do Tocantins,1763
1717206,2018,Piraquê,1193
1717503,2018,Pium,3184
1717800,2018,Ponte Alta do Bom Jesus,1256
1717909,2018,Ponte Alta do Tocantins,2574
1718006,2018,Porto Alegre do Tocantins,1146
1718204,2018,Porto Nacional,24572
1718303,2018,Praia Norte,2436
1718402,2018,Presidente Kennedy,1536
1718451,2018,Pugmil,1084
1718501,2018,Recursolândia,844
1718550,2018,Riachinho,884
1718659,2018,Rio da Conceição,613
1718709,2018,Rio dos Bois,1070
1718758,2018,Rio Sono,2171
1718808,2018,Sampaio,1408
1718840,2018,Sandolândia,1641
1718865,2018,Santa Fé do Araguaia,2524
1718881,2018,Santa Maria do Tocantins,1178
1718899,2018,Santa Rita do Tocantins,793
1718907,2018,Santa Rosa do Tocantins,1804
1719004,2018,Santa Tereza do Tocantins,1114
1720002,2018,Santa Terezinha do Tocantins,975
1720101,2018,São Bento do Tocantins,1803
1720150,2018,São Félix do Tocantins,307
1720200,2018,São Miguel do Tocantins,3817
1720259,2018,São Salvador do Tocantins,855
1720309,2018,São Sebastião do Tocantins,1162
1720499,2018,São Valério,1641
1720655,2018,Silvanópolis,2169
1720804,2018,Sítio Novo do Tocantins,3307
1720853,2018,Sucupira,774
1720903,2018,Taguatinga,5958
1720937,2018,Taipas do Tocantins,746
1720978,2018,Talismã,1461
1721000,2018,Palmas,127994
1721109,2018,Tocantínia,1961
1721208,2018,Tocantinópolis,9415
1721257,2018,Tupirama,637
1721307,2018,Tupiratins,1038
1722081,2018,Wanderlândia,4352
1722107,2018,Xambioá,4918
